DateTime,"A Raymond Fasteners Pvt. Ltd Site - Measured AC Power, avg (kW)",Inverter01MeasuredDCVoltage1,"Inverter-01 - Measured DC Voltage 2, avg (V)",Inverter01MeasuredDCCurrent1,"Inverter-01 - Measured DC Current 2, avg (A)"
12-01-2023 19:35,0,0,0,0,0
12-01-2023 19:40,0,0,0,0,0
12-01-2023 19:45,0,0,0,0,0
12-01-2023 19:50,0,0,0,0,0
12-01-2023 19:55,0,0,0,0,0
12-01-2023 20:00,0,0,0,0,0
12-01-2023 20:05,0,0,0,0,0
12-01-2023 20:10,0,0,0,0,0
12-01-2023 20:15,0,0,0,0,0
12-01-2023 20:20,0,0,0,0,0
12-01-2023 20:25,0,0,0,0,0
12-01-2023 20:30,0,0,0,0,0
12-01-2023 20:35,0,0,0,0,0
12-01-2023 20:40,0,0,0,0,0
12-01-2023 20:45,0,0,0,0,0
12-01-2023 20:50,0,0,0,0,0
12-01-2023 20:55,0,0,0,0,0
12-01-2023 21:00,0,0,0,0,0
12-01-2023 21:05,0,0,0,0,0
12-01-2023 21:10,0,0,0,0,0
12-01-2023 21:15,0,0,0,0,0
12-01-2023 21:20,0,0,0,0,0
12-01-2023 21:25,0,0,0,0,0
12-01-2023 21:30,0,0,0,0,0
12-01-2023 21:35,0,0,0,0,0
12-01-2023 21:40,0,0,0,0,0
12-01-2023 21:45,0,0,0,0,0
12-01-2023 21:50,0,0,0,0,0
12-01-2023 21:55,0,0,0,0,0
12-01-2023 22:00,0,0,0,0,0
12-01-2023 22:05,0,0,0,0,0
12-01-2023 22:10,0,0,0,0,0
12-01-2023 22:15,0,0,0,0,0
12-01-2023 22:20,0,0,0,0,0
12-01-2023 22:25,0,0,0,0,0
12-01-2023 22:30,0,0,0,0,0
12-01-2023 22:35,0,0,0,0,0
12-01-2023 22:40,0,0,0,0,0
12-01-2023 22:45,0,0,0,0,0
12-01-2023 22:50,0,0,0,0,0
12-01-2023 22:55,0,0,0,0,0
12-01-2023 23:00,0,0,0,0,0
12-01-2023 23:05,0,0,0,0,0
12-01-2023 23:10,0,0,0,0,0
12-01-2023 23:15,0,0,0,0,0
12-01-2023 23:20,0,0,0,0,0
12-01-2023 23:25,0,0,0,0,0
12-01-2023 23:30,0,0,0,0,0
12-01-2023 23:35,0,0,0,0,0
12-01-2023 23:40,0,0,0,0,0
12-01-2023 23:45,0,0,0,0,0
12-01-2023 23:50,0,0,0,0,0
12-01-2023 23:55,0,0,0,0,0
